variant,iter,objective,primal_l2,primal_rel,dual_fp_rel,omega,elapsed_sec
B_only,290,0.0,9.479716093734748,0.0011421295114075586,0.0004733398878522074,0.00045576677793008897,0.12418570008594543
B_only,300,0.0,11.672710868211816,0.0014063446024004415,0.0001370631673747356,0.00043754787521306217,0.12934410001616925
B_only,310,0.0,12.458348217052382,0.00150099929379651,0.00011153643821784866,0.0005515644531263173,0.13435670000035316
B_only,320,0.0,12.890436853133933,0.0015530579396391571,8.202498827472752e-05,0.0009002159739336204,0.13804650004021823
B_only,330,0.0,12.970187314970085,0.0015626663873089825,6.643189571745306e-05,0.0023302019580766016,0.1416885000653565
B_only,340,0.0,12.714703119500273,0.0015318852925526594,0.00023613392618446172,0.006791899698916453,0.14486340002622455
B_only,350,0.0,12.223332111575537,0.001472684223274664,0.0009288035659928864,0.016399176996313054,0.14798870007507503
B_only,360,0.0,11.50952393172912,0.0013866836110595449,0.002669605447474143,0.03324637047726104,0.1527095000492409
B_only,370,0.0,10.683241646103314,0.0012871319605844596,0.005917476376714081,0.05983255325790633,0.15691200003493577
B_only,380,0.0,9.771144616633537,0.0011772412292245726,0.011224138568165653,0.09768044444247062,0.16034360008779913
B_only,390,0.0,8.789601496884535,0.001058983535354891,0.018966596439501993,0.14555610182428527,0.1636419000569731
B_only,400,0.0,7.739569594912084,0.0009324742167947331,0.02905634776794929,0.1969568075890781,0.1677235000533983
B_only,410,0.0,6.619209641303765,0.0007974916757816151,0.040474350841854315,0.23827757526837234,0.17247470002621412
B_only,420,0.0,5.40782055402174,0.0006515418168722032,0.051279027762589025,0.24994278881943066,0.17852409998886287
B_only,430,0.0,4.061654304679586,0.0004893538161523664,0.05889811274746144,0.21378199755616395,0.1847824000287801
B_only,440,0.0,2.590369801300586,0.00031209139242890027,0.061138142200759596,0.13111616593681455,0.19052110007032752
B_only,450,0.0,2.762994250043007,0.00033288942850399813,0.05272073430278302,0.05268498804947867,0.19475040002726018
B_only,460,0.0,8.935055239102052,0.0010765080065403823,0.029924149516894316,0.028955615690389565,0.1981556999962777
B_only,470,0.0,12.851077731773392,0.0015483158974087304,0.006854237479737014,0.02258102147633312,0.2036110000917688
B_only,480,0.0,14.140545133621597,0.0017036727413359673,0.0031265937583263214,0.03106542486887025,0.20701860007829964
B_only,490,0.0,12.979211729647234,0.0015637536614661446,0.005340639661439627,0.05578745493635623,0.21137040003668517
B_only,500,0.0,11.982646633494497,0.0014436860987775313,0.008855704541290168,0.09182347905261341,0.21662130008917302
B_only,510,0.0,10.955337573583355,0.0013199144601483608,0.014896524272939063,0.1456882882177431,0.22219480003695935
B_only,520,0.0,9.875878928659011,0.0011898597662607525,0.023207768594550177,0.21370116100067083,0.22630460001528263
B_only,530,0.0,9.25466239415366,0.0011150147255425166,0.029365232925623687,0.30877677548985777,0.23031430004630238
B_only,540,0.0,8.893718883247264,0.0010715277443206096,0.03518969394082712,0.47833806097454495,0.23504200007300824
B_only,550,0.0,8.432159757922982,0.0010159184525359401,0.049695638991875714,0.792375282735378,0.2406086000846699
B_only,560,0.0,7.846657356798203,0.0009453763007760831,0.08441079761885392,1.3161948736062477,0.24439510004594922
B_only,570,0.0,7.0589713446323445,0.0008504747835447662,0.15308611623859905,2.0253855291151517,0.2478578999871388
B_only,580,0.0,6.29094862816051,0.0007579423278002718,0.24022599848043658,2.8299049026954126,0.2515716999769211
B_only,590,0.0,5.600712741914178,0.0006747817386307808,0.3379338402285402,3.672946361221408,0.2558763000415638
B_only,600,0.0,4.894950965448119,0.0005897505683979454,0.4456775403572086,4.396104839191574,0.2600249000824988
B_only,610,0.0,4.164009110145268,0.00050168566689566,0.5221818289523457,4.715474045906106,0.263196500018239
B_only,620,0.0,3.490160663332516,0.0004204994594490422,0.5426092125350646,4.4014069379712115,0.26899720006622374
B_only,630,0.0,2.96237021036634,0.0003569105242729947,0.5186316802732068,3.4680187786416683,0.27325630001723766
B_only,640,0.0,2.8157231874349486,0.0003392422849508594,0.4793176491310096,2.2598229637667293,0.27853490004781634
B_only,650,0.0,3.8260968808420572,0.00046097352683401965,0.4124242846313591,1.31562598100465,0.28174890007358044
B_only,660,0.0,6.909829176299291,0.000832505925599635,0.2931113221946593,0.7930464716851284,0.2873818000080064
B_only,670,0.0001713641574560637,10.774125348942267,0.0012980817567694914,0.18310019988400783,0.5714740077451389,0.2937075999798253
B_only,680,0.03413374813721357,11.823796960408162,0.001424547667023309,0.14212203034957746,0.6591229736011194,0.29830350005067885
B_only,690,0.12142472217610871,12.286025085584264,0.0014802375608498892,0.10238191926318242,0.9765917186414931,0.3031462000217289
B_only,700,0.23426484584513246,12.314582951357888,0.0014836782526343646,0.0953307071463582,1.9436932810313845,0.3064005000051111
B_only,710,0.33450276933917783,12.166592405885249,0.0014658481438291743,0.16836711436295404,5.050508126623504,0.3110488000093028
B_only,720,0.4074454768609494,11.80983354352472,0.0014228653349423717,0.5547652616941479,12.823674740461712,0.3152510999934748
B_only,730,0.46704665370539616,11.243045598802404,0.0013545779271786275,1.0804653018504673,28.005812357803492,0.32133220008108765
B_only,740,0.5245809260172221,10.51662626749318,0.0012670579057200162,1.354035341635243,53.42207365620203,0.3252658999990672
B_only,750,0.5849424443483847,9.690574339476415,0.0011675340090532582,1.793129376996942,91.510558881502,0.3297135999891907
B_only,760,0.6499809254600176,8.794713004763075,0.001059599377004382,2.4015221714620387,142.88777189466677,0.33499480003956705
B_only,770,0.7204648024455629,7.833837924433382,0.000943831797556938,3.1483649536345153,203.3284613956632,0.3396239000139758
B_only,780,0.7975215337998485,6.807897768327194,0.0008202250863811274,4.006490437773424,261.0976889977835,0.3428630999987945
B_only,790,0.8836108440566943,5.703939161682928,0.0006872186026896902,4.9154382234070875,295.7836495428737,0.3460031000431627
B_only,800,0.9841413754801609,4.490157812512768,0.0005409805207075157,5.712123427978476,282.8515627638587,0.3492490000789985
B_only,810,1.11204273988552,3.1116343145880934,0.00037489407322528344,6.273078120510341,208.4828164784651,0.35367930005304515
B_only,820,1.3060265832624764,1.88218725606097,0.00022676856457370188,6.3910057393868245,97.87182095563962,0.35684790008235723
B_only,830,1.7347232675297952,4.687138867987964,0.0005647130749762159,5.898621394167996,43.26734404507387,0.36217520001810044
B_only,840,2.6941583861566194,10.94175881490286,0.0013182784722280553,5.206034659968126,25.461291269679986,0.3656848000828177
B_only,850,4.271815554639055,13.792329636318422,0.0016617192490723895,4.745364268259266,24.227603006545042,0.3707389000337571
B_only,860,5.843709220621146,13.862539568467907,0.001670178240323704,4.451004140065692,30.92962008181783,0.3742837000172585
B_only,870,6.973951692557485,12.287213772616632,0.0014803807755333323,4.465266202757533,39.702625198330914,0.3775178000796586
B_only,880,7.751861597043907,11.531441912691811,0.0013893243201947587,4.47063153910487,50.69556580391699,0.38086130004376173
B_only,890,8.276152938883278,10.672433173366981,0.0012858297406062084,4.626625733694594,66.16960209896686,0.38484600000083447
B_only,900,8.622949480028225,10.0041164395027,0.0012053100017061814,4.606470587350958,87.38781827245394,0.3885796000249684
B_only,910,8.862522447113362,9.771404336558685,0.0011772725206459906,4.305124787910216,127.79333518518402,0.3947249000193551
B_only,920,9.029141608793386,9.538726953233322,0.0011492392226542267,3.91798992224856,222.7259463902368,0.3988735000602901
B_only,930,9.139295556134853,9.300557900063406,0.001120544280565282,3.697536118576888,445.7684659500659,0.4037359000649303
B_only,940,9.209272525783696,8.88909555082712,0.0010709707187361004,3.8683721829269664,927.8568617613064,0.40704329998698086
B_only,950,9.253433081065014,8.371722269361603,0.0010086368590157579,12.494507289964348,1800.2623137139935,0.41111119999550283
B_only,960,9.281599130471074,7.778972746297661,0.0009372215638244262,10.6265249095727,3196.2574628702755,0.4153198000276461
B_only,970,9.299028336313041,7.137660933748247,0.000859955415779017,6.893044285740499,5224.821051760243,0.42119820008520037
B_only,980,9.309100243475433,6.477672605069858,0.0007804390948349405,21.663771017777716,7913.712984629321,0.4273930999916047
B_only,990,9.313880050891429,5.8104789432417245,0.0007000546652314405,33.42368454419761,11115.832032655513,0.4329328000312671
B_only,1000,9.315131695789862,5.13956068565358,0.0006192214910987259,32.62797760147769,14416.096378566212,0.438231399981305
C_only,0,0.0,97.99489782636645,0.011806562946419106,0.0,0.0001204959222472178,0.0008833000902086496
C_only,10,0.0,35.76905661684917,0.004309506187037752,0.0006178253771256347,0.00013541003425756522,0.005290400004014373
C_only,20,0.0,36.884640432412894,0.004443913292230076,0.00016779121134311972,0.00011954095224540342,0.008513000095263124
C_only,30,0.0,22.54098333196055,0.0027157693358130213,0.0001396853358008603,0.00011332492456185518,0.015299400081858039
C_only,40,0.0,25.30940171809206,0.003049312271852405,7.880581973218576e-05,0.00012268756900040098,0.018932500039227307
C_only,50,0.0,19.127691704603357,0.0023045311657984686,9.971679281270502e-05,0.00012676557711734977,0.02341080002952367
C_only,60,0.0,18.816700695518396,0.0022670625321657483,7.901867636732914e-05,0.00012076260654706715,0.026963300071656704
C_only,70,0.0,10.530981025375898,0.0012687873871142742,9.039522648656017e-05,0.000101572357135976,0.03304290003143251
C_only,80,0.0,12.774446911343475,0.0015390833085177798,4.092162067673771e-05,7.772343833936935e-05,0.03768930002115667
C_only,90,0.0,11.932524598212284,0.0014376473255588418,3.6485703986909966e-05,8.185709257198541e-05,0.042441500001586974
C_only,100,0.0,9.171886455272988,0.0011050417641483912,2.889533115018425e-05,6.345870860985435e-05,0.04624970001168549
C_only,110,0.0,13.557379969120536,0.0016334121831277203,1.6456937025256015e-05,6.765948822487405e-05,0.04976910003460944
C_only,120,0.0,9.760186852578814,0.001175921022418568,1.988311574277646e-05,7.244985208826683e-05,0.052855500020086765
C_only,130,0.0,11.42496319519139,0.0013764956147365398,1.1255717817737418e-05,8.797557627166019e-05,0.05634250002913177
C_only,140,0.0,9.281195545503312,0.0011182114768890162,1.8198790579918822e-05,0.0001176965325817587,0.059614900033921
C_only,150,0.0,9.972505439550531,0.0012015014640270481,1.1863024094192778e-05,0.00016715917865349082,0.06325020000804216
C_only,160,0.0,8.902716598949587,0.00107261180174778,2.2617369238107612e-05,0.0002812255345788162,0.06641090009361506
C_only,170,0.0,8.515955357263362,0.0010260142640545979,2.673084890545199e-05,0.00045795108414468683,0.07095600001048297
C_only,180,0.0,7.843160778074112,0.0009449550280596583,5.031866575690205e-05,0.0007957310322568872,0.07683050003834069
C_only,190,0.0,7.111997949433272,0.0008568635033792043,8.758727292436033e-05,0.0012323734273606724,0.08142780000343919
C_only,200,0.0,6.453710161726026,0.0007775520660001307,0.00013719274997326273,0.0018137584400341792,0.08558280009310693
C_only,210,0.0,5.72948433320154,0.0006902963208383021,0.0002083336137046722,0.0024656443293906358,0.08941150002647191
C_only,220,0.0,5.041996223189253,0.0006074667876093705,0.00028948214345943344,0.003087084092656376,0.0928082000464201
C_only,230,0.0,4.3311430757350164,0.0005218222018478815,0.00037810767796695957,0.0034970903577948536,0.09754180000163615
C_only,240,0.0,3.665607246057635,0.0004416375101907096,0.0004550527163272469,0.0035026386389816933,0.10107410000637174
C_only,250,0.0,3.0365732329678967,0.0003658506086711859,0.0005137337322387224,0.0029974836652624766,0.10558299999684095
C_only,260,0.0,2.6376963820158927,0.0003177933653545123,0.0005428569982958679,0.0021005792966959963,0.10881630005314946
C_only,270,0.0,3.0276311721589604,0.000364773256623751,0.0005471240448188462,0.0012444808390821333,0.11375280003994703
C_only,280,0.0,5.13939646285555,0.0006192017053053307,0.0005360055414887458,0.0007224528289948259,0.1183667000150308
C_only,290,0.0,9.479716093734748,0.0011421295114075586,0.0004733398878522074,0.00045576677793008897,0.12205510004423559
C_only,300,0.0,11.672710868211816,0.0014063446024004415,0.0001370631673747356,0.00043754787521306217,0.12676640006247908
C_only,310,0.0,12.458348217052382,0.00150099929379651,0.00011153643821784866,0.0005515644531263173,0.13185600005090237
C_only,320,0.0,12.890436853133933,0.0015530579396391571,8.202498827472752e-05,0.0009002159739336204,0.13548120006453246
C_only,330,0.0,12.970187314970085,0.0015626663873089825,6.643189571745306e-05,0.001800431947867241,0.139037000015378
C_only,340,0.0,12.72091009561088,0.001532633117753586,0.00018403417623080682,0.003600863895734482,0.14249680005013943
C_only,350,0.0,12.224363857707731,0.0014728085294979949,0.0005085410258214452,0.007201727791468965,0.1469194000819698
C_only,360,0.0,11.467197566777108,0.001381584071153044,0.0012418561288809577,0.013896555722675659,0.15057789999991655
C_only,370,0.0,10.599218348694468,0.0012770087156826588,0.002572765999903408,0.02415518276765743,0.1537499000551179
C_only,380,0.0,9.642428399232118,0.0011617333185406152,0.004690248735442103,0.03826982247167858,0.1594594999914989
C_only,390,0.0,8.62118883284016,0.0010386929410166309,0.007651555046481631,0.05532828221879269,0.1627784000011161
C_only,400,0.0,7.529720358962142,0.000907191286066126,0.011365620208804017,0.07240366729447316,0.16781890008132905
C_only,410,0.0,6.360088826684494,0.0007662724360417001,0.015371618290148402,0.08405467367220389,0.17136440007016063
